id,parent_ccss_id,grade,domain,domain_name,cluster,standard,is_subpart,text
HSF.LE.A.3,HSF.LE.A.3,HSF,LE,"Linear, Quadratic, & Exponential Models",A,3,FALSE,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
HSF.LE.A.4,HSF.LE.A.4,HSF,LE,"Linear, Quadratic, & Exponential Models",A,4,FALSE,"For exponential models, express as a logarithm the solution to abct = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology."
HSF.LE.B.5,HSF.LE.B.5,HSF,LE,"Linear, Quadratic, & Exponential Models",B,5,FALSE,Interpret the parameters in a linear or exponential function in terms of a context.
HSF.TF.A.1,HSF.TF.A.1,HSF,TF,Trigonometric Functions,A,1,FALSE,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.
HSF.TF.A.2,HSF.TF.A.2,HSF,TF,Trigonometric Functions,A,2,FALSE,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle."
HSF.TF.A.3,HSF.TF.A.3,HSF,TF,Trigonometric Functions,A,3,FALSE,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for x, π + x, and 2π - x in terms of their values for x, where x is any real number."
HSF.TF.A.4,HSF.TF.A.4,HSF,TF,Trigonometric Functions,A,4,FALSE,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.
HSF.TF.B.5,HSF.TF.B.5,HSF,TF,Trigonometric Functions,B,5,FALSE,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.*"
HSF.TF.B.6,HSF.TF.B.6,HSF,TF,Trigonometric Functions,B,6,FALSE,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.
HSF.TF.B.7,HSF.TF.B.7,HSF,TF,Trigonometric Functions,B,7,FALSE,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.*"
HSF.TF.C.8,HSF.TF.C.8,HSF,TF,Trigonometric Functions,C,8,FALSE,"Prove the Pythagorean identity sin2(θ) + cos2(θ) = 1 and use it to find sin(θ), cos(θ), or tan(θ) given sin(θ), cos(θ), or tan(θ) and the quadrant of the angle."
HSF.TF.C.9,HSF.TF.C.9,HSF,TF,Trigonometric Functions,C,9,FALSE,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems."
HSG.C.A.1,HSG.C.A.1,HSG,C,Circles,A,1,FALSE,Prove that all circles are similar.
HSG.C.A.2,HSG.C.A.2,HSG,C,Circles,A,2,FALSE,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
HSG.C.A.3,HSG.C.A.3,HSG,C,Circles,A,3,FALSE,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
HSG.C.A.4,HSG.C.A.4,HSG,C,Circles,A,4,FALSE,(+) Construct a tangent line from a point outside a given circle to the circle.
HSG.C.B.5,HSG.C.B.5,HSG,C,Circles,B,5,FALSE,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
HSG.CO.A.1,HSG.CO.A.1,HSG,CO,Congruence,A,1,FALSE,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
HSG.CO.A.2,HSG.CO.A.2,HSG,CO,Congruence,A,2,FALSE,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
HSG.CO.A.3,HSG.CO.A.3,HSG,CO,Congruence,A,3,FALSE,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself."
HSG.CO.A.4,HSG.CO.A.4,HSG,CO,Congruence,A,4,FALSE,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
HSG.CO.A.5,HSG.CO.A.5,HSG,CO,Congruence,A,5,FALSE,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
HSG.CO.B.6,HSG.CO.B.6,HSG,CO,Congruence,B,6,FALSE,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
HSG.CO.B.7,HSG.CO.B.7,HSG,CO,Congruence,B,7,FALSE,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.
HSG.CO.B.8,HSG.CO.B.8,HSG,CO,Congruence,B,8,FALSE,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions."
HSG.CO.C.10,HSG.CO.C.10,HSG,CO,Congruence,C,10,FALSE,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.
HSG.CO.C.11,HSG.CO.C.11,HSG,CO,Congruence,C,11,FALSE,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
HSG.CO.C.9,HSG.CO.C.9,HSG,CO,Congruence,C,9,FALSE,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints."
HSG.CO.D.12,HSG.CO.D.12,HSG,CO,Congruence,D,12,FALSE,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line."
HSG.CO.D.13,HSG.CO.D.13,HSG,CO,Congruence,D,13,FALSE,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle."
HSG.GMD.A.1,HSG.GMD.A.1,HSG,GMD,Geometric Measurement & Dimension,A,1,FALSE,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri's principle, and informal limit arguments."
HSG.GMD.A.2,HSG.GMD.A.2,HSG,GMD,Geometric Measurement & Dimension,A,2,FALSE,(+) Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.
HSG.GMD.A.3,HSG.GMD.A.3,HSG,GMD,Geometric Measurement & Dimension,A,3,FALSE,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.*"
HSG.GMD.B.4,HSG.GMD.B.4,HSG,GMD,Geometric Measurement & Dimension,B,4,FALSE,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
HSG.GPE.A.1,HSG.GPE.A.1,HSG,GPE,Expressing Geometric Properties with Equations,A,1,FALSE,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
HSG.GPE.A.2,HSG.GPE.A.2,HSG,GPE,Expressing Geometric Properties with Equations,A,2,FALSE,Derive the equation of a parabola given a focus and directrix.
HSG.GPE.A.3,HSG.GPE.A.3,HSG,GPE,Expressing Geometric Properties with Equations,A,3,FALSE,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant."
HSG.GPE.B.4,HSG.GPE.B.4,HSG,GPE,Expressing Geometric Properties with Equations,B,4,FALSE,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2)."
HSG.GPE.B.5,HSG.GPE.B.5,HSG,GPE,Expressing Geometric Properties with Equations,B,5,FALSE,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
HSG.GPE.B.6,HSG.GPE.B.6,HSG,GPE,Expressing Geometric Properties with Equations,B,6,FALSE,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
HSG.GPE.B.7,HSG.GPE.B.7,HSG,GPE,Expressing Geometric Properties with Equations,B,7,FALSE,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.*"
HSG.MG.A.1,HSG.MG.A.1,HSG,MG,Modeling with Geometry,A,1,FALSE,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).*"
HSG.MG.A.2,HSG.MG.A.2,HSG,MG,Modeling with Geometry,A,2,FALSE,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).*"
HSG.MG.A.3,HSG.MG.A.3,HSG,MG,Modeling with Geometry,A,3,FALSE,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).*"
HSG.SRT.A.1,HSG.SRT.A.1,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",A,1,FALSE,Verify experimentally the properties of dilations given by a center and a scale factor:
HSG.SRT.A.1.a,HSG.SRT.A.1,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",A,1,TRUE,"A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged."
HSG.SRT.A.1.b,HSG.SRT.A.1,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",A,1,TRUE,The dilation of a line segment is longer or shorter in the ratio given by the scale factor.
HSG.SRT.A.2,HSG.SRT.A.2,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",A,2,FALSE,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides."
HSG.SRT.A.3,HSG.SRT.A.3,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",A,3,FALSE,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.
HSG.SRT.B.4,HSG.SRT.B.4,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",B,4,FALSE,"Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity."
HSG.SRT.B.5,HSG.SRT.B.5,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",B,5,FALSE,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
HSG.SRT.C.6,HSG.SRT.C.6,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",C,6,FALSE,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
HSG.SRT.C.7,HSG.SRT.C.7,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",C,7,FALSE,Explain and use the relationship between the sine and cosine of complementary angles.
HSG.SRT.C.8,HSG.SRT.C.8,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",C,8,FALSE,Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.*
HSG.SRT.D.10,HSG.SRT.D.10,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",D,10,FALSE,(+) Prove the Laws of Sines and Cosines and use them to solve problems.
HSG.SRT.D.11,HSG.SRT.D.11,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",D,11,FALSE,"(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces)."
HSG.SRT.D.9,HSG.SRT.D.9,HSG,SRT,"Similarity, Right Triangles, & Trigonometry",D,9,FALSE,(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.
HSN.CN.A.1,HSN.CN.A.1,HSN,CN,The Complex Number System,A,1,FALSE,"Know there is a complex number i such that i² = -1, and every complex number has the form a + bi with a and b real."
HSN.CN.A.2,HSN.CN.A.2,HSN,CN,The Complex Number System,A,2,FALSE,"Use the relation i² = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers."
HSN.CN.A.3,HSN.CN.A.3,HSN,CN,The Complex Number System,A,3,FALSE,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.
HSN.CN.B.4,HSN.CN.B.4,HSN,CN,The Complex Number System,B,4,FALSE,"(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number."
HSN.CN.B.5,HSN.CN.B.5,HSN,CN,The Complex Number System,B,5,FALSE,"(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + √3 i)3 = 8 because (-1 + √3 i) has modulus 2 and argument 120°."
HSN.CN.B.6,HSN.CN.B.6,HSN,CN,The Complex Number System,B,6,FALSE,"(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints."
HSN.CN.C.7,HSN.CN.C.7,HSN,CN,The Complex Number System,C,7,FALSE,Solve quadratic equations with real coefficients that have complex solutions.
HSN.CN.C.8,HSN.CN.C.8,HSN,CN,The Complex Number System,C,8,FALSE,"(+) Extend polynomial identities to the complex numbers. For example, rewrite x² + 4 as (x + 2i)(x - 2i)."
HSN.CN.C.9,HSN.CN.C.9,HSN,CN,The Complex Number System,C,9,FALSE,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.
HSN.Q.A.1,HSN.Q.A.1,HSN,Q,Quantities,A,1,FALSE,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.
HSN.Q.A.2,HSN.Q.A.2,HSN,Q,Quantities,A,2,FALSE,Define appropriate quantities for the purpose of descriptive modeling.
HSN.Q.A.3,HSN.Q.A.3,HSN,Q,Quantities,A,3,FALSE,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.
HSN.RN.A.1,HSN.RN.A.1,HSN,RN,The Real Number System,A,1,FALSE,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5."
HSN.RN.A.2,HSN.RN.A.2,HSN,RN,The Real Number System,A,2,FALSE,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
HSN.RN.B.3,HSN.RN.B.3,HSN,RN,The Real Number System,B,3,FALSE,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.
HSN.VM.A.1,HSN.VM.A.1,HSN,VM,Vector & Matrix Quantities,A,1,FALSE,"(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, |v|, ||v||, v)."
HSN.VM.A.2,HSN.VM.A.2,HSN,VM,Vector & Matrix Quantities,A,2,FALSE,(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.
HSN.VM.A.3,HSN.VM.A.3,HSN,VM,Vector & Matrix Quantities,A,3,FALSE,(+) Solve problems involving velocity and other quantities that can be represented by vectors.
HSN.VM.B.4,HSN.VM.B.4,HSN,VM,Vector & Matrix Quantities,B,4,FALSE,(+) Add and subtract vectors.
HSN.VM.B.4.a,HSN.VM.B.4,HSN,VM,Vector & Matrix Quantities,B,4,TRUE,"Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes."
HSN.VM.B.4.b,HSN.VM.B.4,HSN,VM,Vector & Matrix Quantities,B,4,TRUE,"Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum."
HSN.VM.B.4.c,HSN.VM.B.4,HSN,VM,Vector & Matrix Quantities,B,4,TRUE,"Understand vector subtraction v - w as v + (-w), where -w is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise."
HSN.VM.B.5,HSN.VM.B.5,HSN,VM,Vector & Matrix Quantities,B,5,FALSE,(+) Multiply a vector by a scalar.
HSN.VM.B.5.a,HSN.VM.B.5,HSN,VM,Vector & Matrix Quantities,B,5,TRUE,"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(vx, vy) = (cvx, cvy)."
HSN.VM.B.5.b,HSN.VM.B.5,HSN,VM,Vector & Matrix Quantities,B,5,TRUE,"Compute the magnitude of a scalar multiple cv using ||cv|| = |c|v. Compute the direction of cv knowing that when |c|v ≠ 0, the direction of cv is either along v (for c > 0) or against v (for c < 0)."
HSN.VM.C.10,HSN.VM.C.10,HSN,VM,Vector & Matrix Quantities,C,10,FALSE,(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.
HSN.VM.C.11,HSN.VM.C.11,HSN,VM,Vector & Matrix Quantities,C,11,FALSE,(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.
HSN.VM.C.12,HSN.VM.C.12,HSN,VM,Vector & Matrix Quantities,C,12,FALSE,"(+) Work with 2 × 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area."
HSN.VM.C.6,HSN.VM.C.6,HSN,VM,Vector & Matrix Quantities,C,6,FALSE,"(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network."
HSN.VM.C.7,HSN.VM.C.7,HSN,VM,Vector & Matrix Quantities,C,7,FALSE,"(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled."
HSN.VM.C.8,HSN.VM.C.8,HSN,VM,Vector & Matrix Quantities,C,8,FALSE,"(+) Add, subtract, and multiply matrices of appropriate dimensions."
HSN.VM.C.9,HSN.VM.C.9,HSN,VM,Vector & Matrix Quantities,C,9,FALSE,"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties."
HSS.CP.A.1,HSS.CP.A.1,HSS,CP,Conditional Probability & the Rules of Probability,A,1,FALSE,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"")."
HSS.CP.A.2,HSS.CP.A.2,HSS,CP,Conditional Probability & the Rules of Probability,A,2,FALSE,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent."
HSS.CP.A.3,HSS.CP.A.3,HSS,CP,Conditional Probability & the Rules of Probability,A,3,FALSE,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B."
HSS.CP.A.4,HSS.CP.A.4,HSS,CP,Conditional Probability & the Rules of Probability,A,4,FALSE,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results."
HSS.CP.A.5,HSS.CP.A.5,HSS,CP,Conditional Probability & the Rules of Probability,A,5,FALSE,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer."
HSS.CP.B.6,HSS.CP.B.6,HSS,CP,Conditional Probability & the Rules of Probability,B,6,FALSE,"Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model."
HSS.CP.B.7,HSS.CP.B.7,HSS,CP,Conditional Probability & the Rules of Probability,B,7,FALSE,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model."
HSS.CP.B.8,HSS.CP.B.8,HSS,CP,Conditional Probability & the Rules of Probability,B,8,FALSE,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model."
HSS.CP.B.9,HSS.CP.B.9,HSS,CP,Conditional Probability & the Rules of Probability,B,9,FALSE,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.
HSS.IC.A.1,HSS.IC.A.1,HSS,IC,Making Inferences & Justifying Conclusions,A,1,FALSE,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.
HSS.IC.A.2,HSS.IC.A.2,HSS,IC,Making Inferences & Justifying Conclusions,A,2,FALSE,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?"
HSS.IC.B.3,HSS.IC.B.3,HSS,IC,Making Inferences & Justifying Conclusions,B,3,FALSE,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each."
HSS.IC.B.4,HSS.IC.B.4,HSS,IC,Making Inferences & Justifying Conclusions,B,4,FALSE,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.
HSS.IC.B.5,HSS.IC.B.5,HSS,IC,Making Inferences & Justifying Conclusions,B,5,FALSE,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.
HSS.IC.B.6,HSS.IC.B.6,HSS,IC,Making Inferences & Justifying Conclusions,B,6,FALSE,Evaluate reports based on data.
HSS.ID.A.1,HSS.ID.A.1,HSS,ID,Interpreting Categorical & Quantitative Data,A,1,FALSE,"Represent data with plots on the real number line (dot plots, histograms, and box plots)."
HSS.ID.A.2,HSS.ID.A.2,HSS,ID,Interpreting Categorical & Quantitative Data,A,2,FALSE,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
HSS.ID.A.3,HSS.ID.A.3,HSS,ID,Interpreting Categorical & Quantitative Data,A,3,FALSE,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers)."
HSS.ID.A.4,HSS.ID.A.4,HSS,ID,Interpreting Categorical & Quantitative Data,A,4,FALSE,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve."
HSS.ID.B.5,HSS.ID.B.5,HSS,ID,Interpreting Categorical & Quantitative Data,B,5,FALSE,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
HSS.ID.B.6,HSS.ID.B.6,HSS,ID,Interpreting Categorical & Quantitative Data,B,6,FALSE,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
HSS.ID.B.6.a,HSS.ID.B.6,HSS,ID,Interpreting Categorical & Quantitative Data,B,6,TRUE,"Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models."
HSS.ID.B.6.b,HSS.ID.B.6,HSS,ID,Interpreting Categorical & Quantitative Data,B,6,TRUE,Informally assess the fit of a function by plotting and analyzing residuals.
HSS.ID.B.6.c,HSS.ID.B.6,HSS,ID,Interpreting Categorical & Quantitative Data,B,6,TRUE,Fit a linear function for a scatter plot that suggests a linear association.
HSS.ID.C.7,HSS.ID.C.7,HSS,ID,Interpreting Categorical & Quantitative Data,C,7,FALSE,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.
HSS.ID.C.8,HSS.ID.C.8,HSS,ID,Interpreting Categorical & Quantitative Data,C,8,FALSE,Compute (using technology) and interpret the correlation coefficient of a linear fit.
HSS.ID.C.9,HSS.ID.C.9,HSS,ID,Interpreting Categorical & Quantitative Data,C,9,FALSE,Distinguish between correlation and causation.
HSS.MD.A.1,HSS.MD.A.1,HSS,MD,Measurement & Data,A,1,FALSE,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.
HSS.MD.A.2,HSS.MD.A.2,HSS,MD,Measurement & Data,A,2,FALSE,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.
HSS.MD.A.3,HSS.MD.A.3,HSS,MD,Measurement & Data,A,3,FALSE,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes."
HSS.MD.A.4,HSS.MD.A.4,HSS,MD,Measurement & Data,A,4,FALSE,"(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?"
HSS.MD.B.5,HSS.MD.B.5,HSS,MD,Measurement & Data,B,5,FALSE,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.
HSS.MD.B.5.a,HSS.MD.B.5,HSS,MD,Measurement & Data,B,5,TRUE,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast-food restaurant."
HSS.MD.B.5.b,HSS.MD.B.5,HSS,MD,Measurement & Data,B,5,TRUE,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident."
HSS.MD.B.6,HSS.MD.B.6,HSS,MD,Measurement & Data,B,6,FALSE,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator)."
HSS.MD.B.7,HSS.MD.B.7,HSS,MD,Measurement & Data,B,7,FALSE,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game)."
K.CC.A.1,K.CC.A.1,K,CC,Counting & Cardinality,A,1,FALSE,Count to 100 by ones and by tens.
K.CC.A.2,K.CC.A.2,K,CC,Counting & Cardinality,A,2,FALSE,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).
K.CC.A.3,K.CC.A.3,K,CC,Counting & Cardinality,A,3,FALSE,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).
K.CC.B.4,K.CC.B.4,K,CC,Counting & Cardinality,B,4,FALSE,Understand the relationship between numbers and quantities; connect counting to cardinality.
K.CC.B.4.a,K.CC.B.4,K,CC,Counting & Cardinality,B,4,TRUE,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object."
K.CC.B.4.b,K.CC.B.4,K,CC,Counting & Cardinality,B,4,TRUE,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.
K.CC.B.4.c,K.CC.B.4,K,CC,Counting & Cardinality,B,4,TRUE,Understand that each successive number name refers to a quantity that is one larger.
K.CC.B.5,K.CC.B.5,K,CC,Counting & Cardinality,B,5,FALSE,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20, count out that many objects."
