state,grade,standard_id,standard_text
NE,K,K.N.2.c,Count out the number of objects given a number from 1 to 20.
NE,K,K.N.2.d,"Count up to 20 objects arranged in a line, a rectangular array, or a circle, and count up to 10 objects in a scattered configuration."
NE,K,K.N.2.e,Count verbally forward and backward from any given number within 20.
NE,K,K.N.2.f,"Count verbally in sequential order by ones and by tens to 100, making accurate decade transitions (e.g., 89 to 90)."
NE,K,K.N.2.g,Write and name numbers 0 to 20. Represent a number of objects with a written numeral 0 to 20.
NE,K,K.N.2.h,"Compare the number of objects in two groups, up to 20, using the words fewer than, more than, the same as."
NE,K,K.N.3.a,"Compose and decompose numbers from 11 to 19 into a group of ten ones and some more ones using a model, drawing, or equation."
NE,K,K.N.4.a,"Represent and explain addition and subtraction as part-whole relationships, with addition as putting together and/or adding to and subtraction as taking apart and/or taking from, using objects, drawings, numbers, and equations."
NE,K,K.N.4.b,"Compose and decompose numbers less than or equal to 10 into pairs in more than one way using verbal explanations, objects, or drawings."
NE,K,K.N.4.c,"For any number from 1 to 9, find the number that makes 10 when added to the given number, sharing the answer with a model, drawing, or equation."
NE,K,K.N.4.d,"Efficiently, flexibly, and accurately add and subtract within 5."
NE,K,K.N.4.e,"Solve authentic problems that involve addition and subtraction within 10 (e.g., by using objects, drawings, and equations to represent the problem)."
NE,1,1.N.4.e,"Add within 100, including adding a two-digit number and a one-digit number, adding a two-digit number and a multiple of ten, using concrete models, drawings, and strategies that reflect an understanding of place value, the relationship between addition and subtraction, and the properties of operations. Relate the strategy to a written method and explain the reasoning used to solve."
NE,1,1.N.4.f,"Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; sometimes it is necessary to compose a ten."
NE,2,2.G.5.a,"Solve problems involving dollar bills, quarters, dimes, nickels, and pennies using $ and ¢ symbols appropriately."
NE,2,2.N.3.c,"Compare two three-digit numbers by using symbols <, >, = and justify the comparison based on the value of the hundreds, tens, and ones."
NE,3,3.G.3.a,"Identify and use the appropriate tools and units of measurement, both customary and metric, to solve authentic problems involving length, weight, mass, liquid volume, and capacity (within the same system and unit)."
NE,3,3.N.2.a,Partition two-dimensional figures into equal areas and express the area of each part as a unit fraction of the whole.
NE,4,4.A.1.a,Add and subtract multi-digit numbers using an algorithm.
NE,4,4.G.2.d,"Measure angles in whole number degrees using a protractor and relate benchmark angle measurements to their rotation through a circle (e.g., 180º = of a circle)."
NE,4,4.G.2.e,Recognize angle measures as additive and solve problems involving addition and subtraction to find unknown angles on a diagram.
NE,4,4.N.1.d,"Use decimal notation for fractions with denominators of 10 or 100 (e.g.,  = 0.43)."
NE,4,4.N.2.c,"Compare and order fractions having unlike numerators or denominators using number lines, benchmarks, reasoning strategies, and/or equivalence."
NE,4,4.N.3.e,Multiply a fraction by a whole number using visual fraction models and properties of operations.
NE,5,5.A.1.a,Multiply multi-digit whole numbers using an algorithm.
NE,5,5.A.1.b,"Divide four-digit whole numbers by a two-digit divisor, with and without remainders, using strategies based on place value."
NE,5,5.D.2.a,"Represent, analyze, and solve authentic problems using information presented in one or more tables or line plots including whole numbers and fractions."
NE,5,5.N.3.a,Interpret a fraction as division of the numerator by the denominator.
NE,5,5.N.3.e,Add and subtract fractions and mixed numbers with unlike denominators without simplifying.
NE,5,5.N.3.g,"Add and subtract decimals to hundredths using strategies based on place value, properties of operations, and/or algorithms."
NE,6,6.G.3.a,"Determine the area of quadrilaterals and triangles by composition and decomposition of these shapes, as well as applications of properties and formulas. Quadrilaterals include parallelograms and trapezoids."
NE,6,6.N.1.c,"Model integers using drawings, words, number lines, models, and symbols."
NE,6,6.N.1.d,Determine absolute value of rational numbers.
NE,6,6.N.2.a,Divide multi-digit whole numbers and decimals using an algorithm.
NE,6,6.N.2.b,Divide non-negative fractions and mixed numbers.
NE,6,6.N.2.c,Evaluate numerical expressions including absolute value and/or positive exponents with respect to order of operations.
NE,6,6.R.1.d,"Convert among fractions, decimals, and percents using multiple representations."
NE,7,7.A.1.e,Solve one- and two-step inequalities involving integers and represent solutions on a number line.
NE,7,7.A.2.b,Write one- and two-step inequalities to represent authentic situations involving integers.
NE,7,7.D.1.b,Generate conclusions about a population based on a random sample.
NE,8,8.G.3.d,"Determine the volume of cones, cylinders, and spheres and solve authentic problems using volumes."
NE,8,8.N.2.b,"Simplify numerical expressions involving integer exponents, square roots, and cube roots (e.g., 4⁻² is the same as )."
ND,1,1.AR.OA.1,Automatically add and subtract within 10.
ND,1,1.AR.OA.4,"Solve authentic word problems with addition, including three numbers and unknowns, within 20."
ND,1,1.AR.OA.5,"Solve authentic word problems with subtraction, including unknowns, within 20."
ND,1,1.AR.OA.6,"Distinguish and use the +, –, and = symbols accurately in an equation."
ND,1,1.DPS.D.1,"Collect, organize and represent data with up to three categories using picture and bar graphs."
ND,1,1.DPS.D.2,Analyze data by answering descriptive questions.
ND,1,1.GM.G.2,"Name and identify solids as three-dimensional (cylinders, cones, triangular prisms, and rectangular prisms)."
ND,1,1.GM.M.2,Compare the lengths of three objects using a common measurable attribute.
ND,1,1.GM.M.3,Tell and write time to the hour and half-hour (including o-clock and half past) using analog and digital clocks.
ND,1,1.NO.CC.1,Count forward by ones and tens from any given point within 120.
ND,1,1.NO.CC.3,Represent several objects with a written numeral up to 120.
ND,1,1.NO.NBT.1,Demonstrate that the two digits of a two-digit number represent a composition of some tens and some ones.
ND,1,1.NO.NBT.2,"Compare two two-digit numbers using symbols >, <, and =. Justify comparisons based on the value of tens and ones."
ND,1,1.NO.NBT.3,"Add within 100 using a two-digit number and a one-digit number. Use concrete models, drawings, and strategies that reflect an understanding of place value."
ND,1,1.NO.NBT.4,"Subtract multiples of 10 within 100 using concrete models, drawings, and strategies that reflect an understanding of place value."
ND,1,1.NO.NBT.5,Mentally add or subtract 10 to or from a given two-digit number and explain the reasoning used.
ND,1,1.NO.NF.1,Partition circles and rectangles into two and four equal shares using the language halves and fourths.
ND,2,2.AR.OA.2,Apply the properties of operations to solve addition and subtraction equations within 100 and justify thinking.
ND,2,2.AR.OA.3,"Solve one- and two-step authentic word problems with addition within 100, including the use of unknowns."
ND,2,2.AR.OA.4,"Solve one- and two-step authentic word problems with subtraction within 100, including the use of unknowns."
ND,2,2.AR.OA.5,Use repeated addition to find the total number of objects arranged in a rectangular array.
ND,2,2.AR.OA.6,Identify a group of objects from 0 to 20 as even or odd by showing even numbers as a sum of two equal parts.
ND,2,2.DPS.D.2,Generate data and create line plots marked in whole-number units.
ND,2,2.GM.G.1,Identify two-dimensional shapes (parallelograms and quadrilaterals).
ND,2,2.GM.G.3,"Compose geometric shapes having specified geometric attributes, such as a given number of edges, angles, faces, vertices, and/or sides."
ND,2,2.GM.M.1,Measure the length of an object using two different standard units of measurement. Describe how the two measurements relate to the size of the units chosen.
